failure_id,payment_id,customer_id,subscription_id,failure_reason,retry_now_probability,wait_and_retry_probability,send_reminder_probability,payment_link_probability,update_payment_method_probability,no_action_probability
FAIL_000777,PAY_005351,CUST_0322,SUB_0322,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_000778,PAY_005355,CUST_0322,SUB_0322,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_000779,PAY_005362,CUST_0322,SUB_0322,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000780,PAY_005367,CUST_0323,SUB_0323,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000781,PAY_005371,CUST_0323,SUB_0323,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000782,PAY_005374,CUST_0323,SUB_0323,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000783,PAY_005395,CUST_0325,SUB_0325,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000784,PAY_005397,CUST_0325,SUB_0325,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000785,PAY_005400,CUST_0325,SUB_0325,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000786,PAY_005403,CUST_0325,SUB_0325,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000787,PAY_005405,CUST_0325,SUB_0325,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_000788,PAY_005407,CUST_0325,SUB_0325,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000789,PAY_005408,CUST_0325,SUB_0325,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000790,PAY_005414,CUST_0325,SUB_0325,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000791,PAY_005437,CUST_0330,SUB_0330,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000792,PAY_005444,CUST_0330,SUB_0330,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000793,PAY_005446,CUST_0330,SUB_0330,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000794,PAY_005447,CUST_0330,SUB_0330,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000795,PAY_005451,CUST_0330,SUB_0330,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000796,PAY_005453,CUST_0330,SUB_0330,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_000797,PAY_005456,CUST_0330,SUB_0330,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000798,PAY_005465,CUST_0330,SUB_0330,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_000799,PAY_005469,CUST_0331,SUB_0331,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000800,PAY_005487,CUST_0331,SUB_0331,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000801,PAY_005494,CUST_0332,SUB_0332,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000802,PAY_005497,CUST_0332,SUB_0332,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000803,PAY_005498,CUST_0333,SUB_0333,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000804,PAY_005499,CUST_0333,SUB_0333,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_000805,PAY_005500,CUST_0333,SUB_0333,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000806,PAY_005502,CUST_0333,SUB_0333,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000807,PAY_005503,CUST_0333,SUB_0333,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000808,PAY_005504,CUST_0333,SUB_0333,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000809,PAY_005506,CUST_0334,SUB_0334,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000810,PAY_005508,CUST_0334,SUB_0334,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000811,PAY_005510,CUST_0334,SUB_0334,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000812,PAY_005511,CUST_0334,SUB_0334,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000813,PAY_005514,CUST_0334,SUB_0334,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000814,PAY_005517,CUST_0335,SUB_0335,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000815,PAY_005524,CUST_0335,SUB_0335,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000816,PAY_005532,CUST_0336,SUB_0336,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000817,PAY_005539,CUST_0336,SUB_0336,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000818,PAY_005541,CUST_0336,SUB_0336,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000819,PAY_005544,CUST_0336,SUB_0336,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000820,PAY_005547,CUST_0336,SUB_0336,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000821,PAY_005548,CUST_0336,SUB_0336,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000822,PAY_005550,CUST_0336,SUB_0336,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000823,PAY_005551,CUST_0336,SUB_0336,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000824,PAY_005554,CUST_0336,SUB_0336,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000825,PAY_005581,CUST_0339,SUB_0339,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_000826,PAY_005607,CUST_0342,SUB_0342,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000827,PAY_005609,CUST_0342,SUB_0342,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000828,PAY_005610,CUST_0342,SUB_0342,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000829,PAY_005616,CUST_0343,SUB_0343,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000830,PAY_005621,CUST_0343,SUB_0343,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000831,PAY_005640,CUST_0344,SUB_0344,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000832,PAY_005653,CUST_0345,SUB_0345,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000833,PAY_005658,CUST_0346,SUB_0346,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000834,PAY_005674,CUST_0348,SUB_0348,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000835,PAY_005676,CUST_0348,SUB_0348,CARD_EXPIRED,0.0676,0.0676,0.2656,0.4456,0.8956,0.0
FAIL_000836,PAY_005682,CUST_0348,SUB_0348,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000837,PAY_005692,CUST_0348,SUB_0348,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_000838,PAY_005698,CUST_0348,SUB_0348,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000839,PAY_005699,CUST_0348,SUB_0348,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000840,PAY_005701,CUST_0349,SUB_0349,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_000841,PAY_005703,CUST_0349,SUB_0349,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000842,PAY_005705,CUST_0349,SUB_0349,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000843,PAY_005712,CUST_0349,SUB_0349,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000844,PAY_005717,CUST_0349,SUB_0349,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000845,PAY_005720,CUST_0349,SUB_0349,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000846,PAY_005724,CUST_0349,SUB_0349,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000847,PAY_005725,CUST_0349,SUB_0349,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000848,PAY_005731,CUST_0349,SUB_0349,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000849,PAY_005777,CUST_0352,SUB_0352,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000850,PAY_005781,CUST_0352,SUB_0352,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_000851,PAY_005783,CUST_0352,SUB_0352,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000852,PAY_005802,CUST_0352,SUB_0352,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000853,PAY_005804,CUST_0352,SUB_0352,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000854,PAY_005806,CUST_0353,SUB_0353,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000855,PAY_005809,CUST_0353,SUB_0353,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000856,PAY_005811,CUST_0353,SUB_0353,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_000857,PAY_005816,CUST_0353,SUB_0353,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000858,PAY_005820,CUST_0353,SUB_0353,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000859,PAY_005828,CUST_0353,SUB_0353,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000860,PAY_005830,CUST_0353,SUB_0353,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000861,PAY_005846,CUST_0354,SUB_0354,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000862,PAY_005852,CUST_0354,SUB_0354,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000863,PAY_005855,CUST_0354,SUB_0354,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000864,PAY_005874,CUST_0356,SUB_0356,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000865,PAY_005882,CUST_0356,SUB_0356,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000866,PAY_005887,CUST_0356,SUB_0356,AUTHENTICATION_FAILED,0.0676,0.1176,0.4156,0.5456,0.7456,0.0
FAIL_000867,PAY_005888,CUST_0356,SUB_0356,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000868,PAY_005892,CUST_0356,SUB_0356,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000869,PAY_005896,CUST_0356,SUB_0356,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000870,PAY_005908,CUST_0358,SUB_0358,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000871,PAY_005919,CUST_0358,SUB_0358,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000872,PAY_005920,CUST_0358,SUB_0358,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_000873,PAY_005923,CUST_0358,SUB_0358,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000874,PAY_005928,CUST_0358,SUB_0358,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000875,PAY_005929,CUST_0358,SUB_0358,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000876,PAY_005933,CUST_0359,SUB_0359,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000877,PAY_005937,CUST_0359,SUB_0359,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000878,PAY_005939,CUST_0359,SUB_0359,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000879,PAY_005945,CUST_0359,SUB_0359,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000880,PAY_005946,CUST_0359,SUB_0359,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000881,PAY_005952,CUST_0361,SUB_0361,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000882,PAY_005955,CUST_0361,SUB_0361,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000883,PAY_005956,CUST_0361,SUB_0361,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000884,PAY_005970,CUST_0363,SUB_0363,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000885,PAY_005971,CUST_0363,SUB_0363,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000886,PAY_005974,CUST_0363,SUB_0363,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000887,PAY_005981,CUST_0363,SUB_0363,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000888,PAY_005983,CUST_0364,SUB_0364,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000889,PAY_005986,CUST_0364,SUB_0364,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000890,PAY_005987,CUST_0364,SUB_0364,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000891,PAY_005989,CUST_0364,SUB_0364,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000892,PAY_005993,CUST_0364,SUB_0364,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000893,PAY_005997,CUST_0364,SUB_0364,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000894,PAY_006002,CUST_0364,SUB_0364,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000895,PAY_006006,CUST_0364,SUB_0364,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000896,PAY_006008,CUST_0364,SUB_0364,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000897,PAY_006013,CUST_0365,SUB_0365,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000898,PAY_006021,CUST_0366,SUB_0366,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000899,PAY_006027,CUST_0366,SUB_0366,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000900,PAY_006032,CUST_0366,SUB_0366,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000901,PAY_006034,CUST_0366,SUB_0366,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_000902,PAY_006043,CUST_0367,SUB_0367,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000903,PAY_006078,CUST_0369,SUB_0369,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_000904,PAY_006080,CUST_0369,SUB_0369,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000905,PAY_006084,CUST_0369,SUB_0369,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000906,PAY_006085,CUST_0369,SUB_0369,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000907,PAY_006086,CUST_0369,SUB_0369,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000908,PAY_006099,CUST_0371,SUB_0371,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000909,PAY_006101,CUST_0371,SUB_0371,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000910,PAY_006109,CUST_0371,SUB_0371,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000911,PAY_006116,CUST_0371,SUB_0371,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000912,PAY_006129,CUST_0372,SUB_0372,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_000913,PAY_006133,CUST_0372,SUB_0372,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000914,PAY_006136,CUST_0372,SUB_0372,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000915,PAY_006138,CUST_0372,SUB_0372,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000916,PAY_006140,CUST_0372,SUB_0372,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000917,PAY_006150,CUST_0373,SUB_0373,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000918,PAY_006151,CUST_0373,SUB_0373,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000919,PAY_006153,CUST_0373,SUB_0373,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000920,PAY_006156,CUST_0373,SUB_0373,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000921,PAY_006182,CUST_0374,SUB_0374,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000922,PAY_006189,CUST_0374,SUB_0374,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000923,PAY_006190,CUST_0374,SUB_0374,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000924,PAY_006191,CUST_0374,SUB_0374,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_000925,PAY_006197,CUST_0374,SUB_0374,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000926,PAY_006199,CUST_0374,SUB_0374,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000927,PAY_006202,CUST_0374,SUB_0374,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000928,PAY_006209,CUST_0375,SUB_0375,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000929,PAY_006222,CUST_0375,SUB_0375,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000930,PAY_006226,CUST_0375,SUB_0375,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000931,PAY_006229,CUST_0375,SUB_0375,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000932,PAY_006260,CUST_0376,SUB_0376,NETWORK_ERROR,0.896,0.746,0.308,0.358,0.158,0.0
FAIL_000933,PAY_006275,CUST_0377,SUB_0377,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000934,PAY_006277,CUST_0377,SUB_0377,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000935,PAY_006281,CUST_0377,SUB_0377,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000936,PAY_006286,CUST_0377,SUB_0377,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_000937,PAY_006310,CUST_0378,SUB_0378,NETWORK_ERROR,0.896,0.746,0.308,0.358,0.158,0.0
FAIL_000938,PAY_006328,CUST_0380,SUB_0380,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_000939,PAY_006332,CUST_0380,SUB_0380,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000940,PAY_006340,CUST_0380,SUB_0380,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000941,PAY_006349,CUST_0381,SUB_0381,CARD_EXPIRED,0.096,0.096,0.258,0.408,0.858,0.0
FAIL_000942,PAY_006379,CUST_0384,SUB_0384,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000943,PAY_006383,CUST_0384,SUB_0384,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000944,PAY_006388,CUST_0384,SUB_0384,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000945,PAY_006394,CUST_0385,SUB_0385,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000946,PAY_006398,CUST_0385,SUB_0385,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000947,PAY_006399,CUST_0385,SUB_0385,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000948,PAY_006400,CUST_0385,SUB_0385,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000949,PAY_006405,CUST_0385,SUB_0385,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000950,PAY_006409,CUST_0385,SUB_0385,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000951,PAY_006415,CUST_0386,SUB_0386,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000952,PAY_006417,CUST_0386,SUB_0386,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_000953,PAY_006419,CUST_0386,SUB_0386,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_000954,PAY_006420,CUST_0386,SUB_0386,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_000955,PAY_006422,CUST_0386,SUB_0386,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000956,PAY_006424,CUST_0386,SUB_0386,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_000957,PAY_006427,CUST_0386,SUB_0386,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000958,PAY_006430,CUST_0386,SUB_0386,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000959,PAY_006431,CUST_0387,SUB_0387,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000960,PAY_006432,CUST_0387,SUB_0387,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000961,PAY_006433,CUST_0387,SUB_0387,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000962,PAY_006434,CUST_0387,SUB_0387,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000963,PAY_006437,CUST_0387,SUB_0387,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000964,PAY_006438,CUST_0387,SUB_0387,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000965,PAY_006439,CUST_0387,SUB_0387,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000966,PAY_006442,CUST_0387,SUB_0387,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000967,PAY_006443,CUST_0387,SUB_0387,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000968,PAY_006444,CUST_0387,SUB_0387,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000969,PAY_006445,CUST_0387,SUB_0387,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000970,PAY_006446,CUST_0387,SUB_0387,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000971,PAY_006447,CUST_0387,SUB_0387,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000972,PAY_006450,CUST_0387,SUB_0387,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000973,PAY_006487,CUST_0390,SUB_0390,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000974,PAY_006488,CUST_0390,SUB_0390,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_000975,PAY_006500,CUST_0393,SUB_0393,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000976,PAY_006504,CUST_0393,SUB_0393,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000977,PAY_006510,CUST_0393,SUB_0393,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000978,PAY_006515,CUST_0393,SUB_0393,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_000979,PAY_006543,CUST_0396,SUB_0396,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000980,PAY_006544,CUST_0396,SUB_0396,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000981,PAY_006545,CUST_0396,SUB_0396,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000982,PAY_006546,CUST_0396,SUB_0396,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000983,PAY_006555,CUST_0396,SUB_0396,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000984,PAY_006560,CUST_0396,SUB_0396,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000985,PAY_006594,CUST_0398,SUB_0398,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
